# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff7006d8d9d00
# CUDA_DEVICE 0 GeForce GTX 460
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,l2_subp0_write_sector_misses,fb_subp0_read_sectors,fb_subp0_write_sectors,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,l2_subp1_write_sector_misses,fb_subp1_read_sectors,fb_subp1_write_sectors,branch,l1_local_load_miss,l1_local_store_hit,l2_subp0_read_sector_misses,divergent_branch,l1_local_store_miss,l1_global_load_hit,l2_subp1_read_sector_misses,inst_executed,l1_global_load_miss,l2_subp0_write_sector_queries,warps_launched,threads_launched,uncached_global_load_transaction,l2_subp1_write_sector_queries,active_warps,global_store_transaction,l2_subp0_read_sector_queries,active_cycles,l1_shared_bank_conflict,l2_subp1_read_sector_queries,tex0_cache_sector_queries,tex0_cache_sector_misses,inst_issued1_0,inst_issued2_0,tex1_cache_sector_queries,inst_issued1_1,inst_issued2_1,tex1_cache_sector_misses
1206556798eec140,_Z8gpu_mm_rPfS_S_ii,4.896,14,0.833,5,1,16,16,1,2048,2048,21,0,-1,,0,0,0,48,256,733,36,733,320,32,2,0,767,48,767,16,0,0,28,0,0,8,44,1376,72,0,16,512,0,1280,34090,512,384,2381,0,384,0,0,390,248,0,383,248,0
1206556798f26980,_Z8gpu_mm_aPfS_ii,7.616,18,0.833,5,5,16,16,1,2048,2048,21,0,-1,,0,0,0,96,512,3003,20,3003,1024,64,4,0,2956,48,2956,32,0,0,32,0,0,80,32,3392,112,16,32,1024,0,6400,105710,1024,1408,4142,0,1408,0,0,996,592,0,1018,592,0
1206556798f600c0,_Z10gpu_dpotrfPfS_ii,134.752,144,0.021,1,1,1,1,1,0,0,18,0,-1,,0,0,0,1496,136,60,672,60,0,0,1,0,76,684,76,1090,0,0,680,0,0,1345,672,10974,151,0,1,1,0,76,95348,136,272,95346,0,332,0,0,0,0,0,0,0,0
1206556798fb7ea0,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
1206556798fb9f00,_Z9gpu_inv_lPfS_ii,27.488,37,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,104,132,104,0,0,1,0,168,148,168,151,0,0,156,0,0,226,0,1892,46,0,1,16,0,168,18676,136,92,18633,0,92,0,0,760,568,0,760,568,0
1206556798ff8fe0,_Z8gpu_mm_rPfS_S_ii,4.032,14,0.667,4,1,16,16,1,2048,2048,21,0,-1,,0,0,0,24,128,704,12,704,160,16,1,0,691,8,691,8,0,0,28,0,0,0,8,688,40,0,8,256,0,1024,13723,256,320,1733,0,320,0,0,184,124,0,184,124,0
1206556799032820,_Z8gpu_mm_aPfS_ii,6.272,16,0.833,4,4,16,16,1,2048,2048,21,0,-1,,0,0,0,72,384,1954,44,1954,768,48,3,0,2006,12,2006,24,0,0,12,0,0,64,0,2544,80,0,24,768,0,4096,66432,768,928,3252,0,928,0,0,768,444,0,742,444,0
120655679906ba80,_Z10gpu_dpotrfPfS_ii,134.72,144,0.021,1,1,1,1,1,0,0,18,0,-1,,0,0,0,1496,136,76,692,76,0,0,1,0,60,676,60,1090,0,0,692,0,0,1345,668,10974,151,0,1,1,0,60,95326,136,336,95307,0,268,0,0,0,0,0,0,0,0
12065567990ee4c0,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
12065567990f06a0,_Z9gpu_inv_lPfS_ii,27.52,37,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,102,128,102,0,0,1,0,166,120,166,151,0,0,128,0,0,226,152,1892,46,0,1,16,0,168,18630,136,92,18613,0,92,0,0,760,568,0,760,568,0
